+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    1393:00000101 01110001: 00000001 : 01:001 > opcode: lxi b,100
++    1394:00000101 01110010: 01100100 : 64:144 > lb: 100
++    1395:00000101 01110011: 00000000 : 00:000 > hb: 0
++    1396:00000101 01110100: 11001101 : CD:315 > opcode: call BD
++    1397:00000101 01110101: 10000000 : 80:200 > lb: 128
++    1398:00000101 01110110: 00000101 : 05:005 > hb: 5
++    1399:00000101 01110111: 00101101 : 2D:055 > opcode: dcr l
++    1400:00000101 01111000: 00001110 : 0E:016 > opcode: mvi c,10
++    1401:00000101 01111001: 00001010 : 0A:012 > immediate:  10 : 10
++    1402:00000101 01111010: 11001101 : CD:315 > opcode: call BD
++    1403:00000101 01111011: 10000000 : 80:200 > lb: 128
++    1404:00000101 01111100: 00000101 : 05:005 > hb: 5
++    1405:00000101 01111101: 00101101 : 2D:055 > opcode: dcr l
++    1406:00000101 01111110: 01110011 : 73:163 > opcode: mov m,e
++    1407:00000101 01111111: 11001001 : C9:311 > opcode: ret
++    1408:00000101 10000000: 00110100 : 34:064 > opcode: inr m
++    1409:00000101 10000001: 01111011 : 7B:173 > opcode: mov a,e
++    1410:00000101 10000010: 10010001 : 91:221 > opcode: sub c
++    1411:00000101 10000011: 01011111 : 5F:137 > opcode: mov e,a
++    1412:00000101 10000100: 01111010 : 7A:172 > opcode: mov a,d
++    1413:00000101 10000101: 10011000 : 98:230 > opcode: sbb b
++    1414:00000101 10000110: 01010111 : 57:127 > opcode: mov d,a
++    1415:00000101 10000111: 11010010 : D2:322 > opcode: jnc BD
++    1416:00000101 10001000: 10000000 : 80:200 > lb: 128
++    1417:00000101 10001001: 00000101 : 05:005 > hb: 5
++    1418:00000101 10001010: 01111011 : 7B:173 > opcode: mov a,e
++    1419:00000101 10001011: 10000001 : 81:201 > opcode: add c
++    1420:00000101 10001100: 01011111 : 5F:137 > opcode: mov e,a
++    1421:00000101 10001101: 01111010 : 7A:172 > opcode: mov a,d
++    1422:00000101 10001110: 10001000 : 88:210 > opcode: adc b
++    1423:00000101 10001111: 01010111 : 57:127 > opcode: mov d,a
++    1424:00000101 10010000: 00110101 : 35:065 > opcode: dcr m
++    1425:00000101 10010001: 11001001 : C9:311 > opcode: ret
++    1426:00000101 10010010: 00101110 : 2E:056 > opcode: mvi l,04FH
++    1427:00000101 10010011: 01001111 : 4F:117 > immediate:  04FH : 79
++    1428:00000101 10010100: 00110110 : 36:066 > opcode: mvi m,088H
++    1429:00000101 10010101: 10001000 : 88:210 > immediate:  088H : 136
++    1430:00000101 10010110: 00101100 : 2C:054 > opcode: inr l
++    1431:00000101 10010111: 00110110 : 36:066 > opcode: mvi m,00BH
++    1432:00000101 10011000: 00001011 : 0B:013 > immediate:  00BH : 11
++    1433:00000101 10011001: 00101100 : 2C:054 > opcode: inr l
++    1434:00000101 10011010: 01110100 : 74:164 > opcode: mov m,h
++    1435:00000101 10011011: 00101100 : 2C:054 > opcode: inr l
++    1436:00000101 10011100: 01110100 : 74:164 > opcode: mov m,h
++    1437:00000101 10011101: 00101110 : 2E:056 > opcode: mvi l,05AH
++    1438:00000101 10011110: 01011010 : 5A:132 > immediate:  05AH : 90
++    1439:00000101 10011111: 00110110 : 36:066 > opcode: mvi m,10
++    1440:00000101 10100000: 00001010 : 0A:012 > immediate:  10 : 10
++    1441:00000101 10100001: 11001001 : C9:311 > opcode: ret
++    1442:00000101 10100010: 00001111 : 0F:017 > opcode: rrc
++    1443:00000101 10100011: 00001111 : 0F:017 > opcode: rrc
++    1444:00000101 10100100: 00001111 : 0F:017 > opcode: rrc
++    1445:00000101 10100101: 00001111 : 0F:017 > opcode: rrc
++    1446:00000101 10100110: 11001001 : C9:311 > opcode: ret
++    1447:00000101 10100111: 11001101 : CD:315 > opcode: call RN
++    1448:00000101 10101000: 00001010 : 0A:012 > lb: 10
++    1449:00000101 10101001: 00000101 : 05:005 > hb: 5
++    1450:00000101 10101010: 11100110 : E6:346 > opcode: ani 03FH
++    1451:00000101 10101011: 00111111 : 3F:077 > immediate:  03FH : 63
++    1452:00000101 10101100: 01000111 : 47:107 > opcode: mov b,a
++    1453:00000101 10101101: 11001101 : CD:315 > opcode: call MATCH
++    1454:00000101 10101110: 11110101 : F5:365 > lb: 245
++    1455:00000101 10101111: 00000110 : 06:006 > hb: 6
++    1456:00000101 10110000: 11001010 : CA:312 > opcode: jz LOCSET
++    1457:00000101 10110001: 10100111 : A7:247 > lb: 167
++    1458:00000101 10110010: 00000101 : 05:005 > hb: 5
++    1459:00000101 10110011: 01101011 : 6B:153 > opcode: mov l,e
++    1460:00000101 10110100: 01110000 : 70:160 > opcode: mov m,b
++    1461:00000101 10110101: 00011100 : 1C:034 > opcode: inr e
++    1462:00000101 10110110: 00001101 : 0D:015 > opcode: dcr c
++    1463:00000101 10110111: 11000010 : C2:302 > opcode: jnz LOCSET
++    1464:00000101 10111000: 10100111 : A7:247 > lb: 167
++    1465:00000101 10111001: 00000101 : 05:005 > hb: 5
++    1466:00000101 10111010: 11001001 : C9:311 > opcode: ret
++    1467:00000101 10111011: 00100001 : 21:041 > opcode: lxi h,MSGSTDT2
++    1468:00000101 10111100: 10001111 : 8F:217 > lb: 143
++    1469:00000101 10111101: 00000001 : 01:001 > hb: 1
++    1470:00000101 10111110: 00110110 : 36:066 > opcode: mvi m,32
++    1471:00000101 10111111: 00100000 : 20:040 > immediate:  32 : 32
++    1472:00000101 11000000: 00101100 : 2C:054 > opcode: inr l
++    1473:00000101 11000001: 00111110 : 3E:076 > opcode: mvi a,0A7H
++    1474:00000101 11000010: 10100111 : A7:247 > immediate:  0A7H : 167
++    1475:00000101 11000011: 10111101 : BD:275 > opcode: cmp l
++    1476:00000101 11000100: 11000010 : C2:302 > opcode: jnz RCLR
++    1477:00000101 11000101: 10111110 : BE:276 > lb: 190
++    1478:00000101 11000110: 00000101 : 05:005 > hb: 5
++    1479:00000101 11000111: 01111001 : 79:171 > opcode: mov a,c
++    1480:00000101 11001000: 11000110 : C6:306 > opcode: adi 0B0H
++    1481:00000101 11001001: 10110000 : B0:260 > immediate:  0B0H : 176
++    1482:00000101 11001010: 00100001 : 21:041 > opcode: lxi h,MSGSTDT1
++    1483:00000101 11001011: 10001110 : 8E:216 > lb: 142
++    1484:00000101 11001100: 00000001 : 01:001 > hb: 1
++    1485:00000101 11001101: 01110111 : 77:167 > opcode: mov m,a
++    1486:00000101 11001110: 00001101 : 0D:015 > opcode: dcr c
++    1487:00000101 11001111: 00100001 : 21:041 > opcode: lxi h,0043H
++    1488:00000101 11010000: 01000011 : 43:103 > lb: 67
++    1489:00000101 11010001: 00000000 : 00:000 > hb: 0
++    1490:00000101 11010010: 11001101 : CD:315 > opcode: call RWPNT
++    1491:00000101 11010011: 00100101 : 25:045 > lb: 37
++    1492:00000101 11010100: 00000110 : 06:006 > hb: 6
++    1493:00000101 11010101: 11000010 : C2:302 > opcode: jnz STR
++    1494:00000101 11010110: 11100000 : E0:340 > lb: 224
++    1495:00000101 11010111: 00000101 : 05:005 > hb: 5
++    1496:00000101 11011000: 00110110 : 36:066 > opcode: mvi m,'x'
++    1497:00000101 11011001: 01111000 : 78:170 > immediate:  'x' : 120
++    1498:00000101 11011010: 00101100 : 2C:054 > opcode: inr l
++    1499:00000101 11011011: 00110110 : 36:066 > opcode: mvi m,'!'
++    1500:00000101 11011100: 00100001 : 21:041 > immediate:  '!' : 33
++    1501:00000101 11011101: 00101100 : 2C:054 > opcode: inr l
++    1502:00000101 11011110: 00110110 : 36:066 > opcode: mvi m,'x'
++    1503:00000101 11011111: 01111000 : 78:170 > immediate:  'x' : 120
++    1504:00000101 11100000: 00101110 : 2E:056 > opcode: mvi l,044H
++    1505:00000101 11100001: 01000100 : 44:104 > immediate:  044H : 68
++    1506:00000101 11100010: 00100110 : 26:046 > opcode: mvi h,000
++    1507:00000101 11100011: 00000000 : 00:000 > immediate:  000 : 000
++    1508:00000101 11100100: 11001101 : CD:315 > opcode: call RWPNT
++    1509:00000101 11100101: 00100101 : 25:045 > lb: 37
++    1510:00000101 11100110: 00000110 : 06:006 > hb: 6
++    1511:00000101 11100111: 11000010 : C2:302 > opcode: jnz NXSTR
++    1512:00000101 11101000: 11101110 : EE:356 > lb: 238
++    1513:00000101 11101001: 00000101 : 05:005 > hb: 5
++    1514:00000101 11101010: 00101100 : 2C:054 > opcode: inr l
++    1515:00000101 11101011: 00110110 : 36:066 > opcode: mvi m,'*'
++    1516:00000101 11101100: 00101010 : 2A:052 > immediate:  '*' : 42
++    1517:00000101 11101101: 01101011 : 6B:153 > opcode: mov l,e
++    1518:00000101 11101110: 00101100 : 2C:054 > opcode: inr l
++    1519:00000101 11101111: 00111110 : 3E:076 > opcode: mvi a,04BH
++    1520:00000101 11110000: 01001011 : 4B:113 > immediate:  04BH : 75
++    1521:00000101 11110001: 10111101 : BD:275 > opcode: cmp l
++    1522:00000101 11110010: 11000010 : C2:302 > opcode: jnz STR1
++    1523:00000101 11110011: 11100010 : E2:342 > lb: 226
++    1524:00000101 11110100: 00000101 : 05:005 > hb: 5
++    1525:00000101 11110101: 00100110 : 26:046 > opcode: mvi h,000
++    1526:00000101 11110110: 00000000 : 00:000 > immediate:  000 : 000
++    1527:00000101 11110111: 11001101 : CD:315 > opcode: call RWPNT
++    1528:00000101 11111000: 00100101 : 25:045 > lb: 37
++    1529:00000101 11111001: 00000110 : 06:006 > hb: 6
++    1530:00000101 11111010: 11000010 : C2:302 > opcode: jnz AS
++    1531:00000101 11111011: 00000101 : 05:005 > lb: 5
++    1532:00000101 11111100: 00000110 : 06:006 > hb: 6
++    1533:00000101 11111101: 00110110 : 36:066 > opcode: mvi m,'>'
++    1534:00000101 11111110: 00111110 : 3E:076 > immediate:  '>' : 62
++    1535:00000101 11111111: 00101100 : 2C:054 > opcode: inr l
++    1536:00000110 00000000: 00110110 : 36:066 > opcode: mvi m,'1'
++    1537:00000110 00000001: 00110001 : 31:061 > immediate:  '1' : 49
++    1538:00000110 00000010: 00101100 : 2C:054 > opcode: inr l
++    1539:00000110 00000011: 00110110 : 36:066 > opcode: mvi m,'<'
++    1540:00000110 00000100: 00111100 : 3C:074 > immediate:  '<' : 60
++    1541:00000110 00000101: 00101110 : 2E:056 > opcode: mvi l,04CH
++    1542:00000110 00000110: 01001100 : 4C:114 > immediate:  04CH : 76
++    1543:00000110 00000111: 00100110 : 26:046 > opcode: mvi h,000
++    1544:00000110 00001000: 00000000 : 00:000 > immediate:  000 : 000
++    1545:00000110 00001001: 11001101 : CD:315 > opcode: call RWPNT
++    1546:00000110 00001010: 00100101 : 25:045 > lb: 37
++    1547:00000110 00001011: 00000110 : 06:006 > hb: 6
++    1548:00000110 00001100: 11000010 : C2:302 > opcode: jnz NXAS
++    1549:00000110 00001101: 00011000 : 18:030 > lb: 24
++    1550:00000110 00001110: 00000110 : 06:006 > hb: 6
++    1551:00000110 00001111: 00110110 : 36:066 > opcode: mvi m,'|'
++    1552:00000110 00010000: 01111100 : 7C:174 > immediate:  '|' : 124
++    1553:00000110 00010001: 00101100 : 2C:054 > opcode: inr l
++    1554:00000110 00010010: 00110110 : 36:066 > opcode: mvi m,'o'
++    1555:00000110 00010011: 01101111 : 6F:157 > immediate:  'o' : 111
++    1556:00000110 00010100: 00101100 : 2C:054 > opcode: inr l
++    1557:00000110 00010101: 00110110 : 36:066 > opcode: mvi m,'|'
++    1558:00000110 00010110: 01111100 : 7C:174 > immediate:  '|' : 124
++    1559:00000110 00010111: 01101011 : 6B:153 > opcode: mov l,e
++    1560:00000110 00011000: 00101100 : 2C:054 > opcode: inr l
++    1561:00000110 00011001: 00111110 : 3E:076 > opcode: mvi a,04FH
++    1562:00000110 00011010: 01001111 : 4F:117 > immediate:  04FH : 79
++    1563:00000110 00011011: 10111101 : BD:275 > opcode: cmp l
++    1564:00000110 00011100: 11000010 : C2:302 > opcode: jnz AS1
++    1565:00000110 00011101: 00000111 : 07:007 > lb: 7
++    1566:00000110 00011110: 00000110 : 06:006 > hb: 6
++    1567:00000110 00011111: 00100001 : 21:041 > opcode: lxi h,MSGSTDT
++    1568:00000110 00100000: 10001100 : 8C:214 > lb: 140
++    1569:00000110 00100001: 00000001 : 01:001 > hb: 1
++    1570:00000110 00100010: 11000011 : C3:303 > opcode: jmp CMSG
++    1571:00000110 00100011: 10011010 : 9A:232 > lb: 154
++    1572:00000110 00100100: 00000111 : 07:007 > hb: 7
++    1573:00000110 00100101: 01111110 : 7E:176 > opcode: mov a,m
++    1574:00000110 00100110: 10100111 : A7:247 > opcode: ana a
++    1575:00000110 00100111: 11111000 : F8:370 > opcode: rm
++    1576:00000110 00101000: 11001101 : CD:315 > opcode: call ROTR3
++    1577:00000110 00101001: 10100011 : A3:243 > lb: 163
++    1578:00000110 00101010: 00000101 : 05:005 > hb: 5
++    1579:00000110 00101011: 11100110 : E6:346 > opcode: ani 007
++    1580:00000110 00101100: 00000111 : 07:007 > immediate:  007 : 007
++    1581:00000110 00101101: 10111001 : B9:271 > opcode: cmp c
++    1582:00000110 00101110: 11000000 : C0:300 > opcode: rnz
++    1583:00000110 00101111: 01111110 : 7E:176 > opcode: mov a,m
++    1584:00000110 00110000: 11100110 : E6:346 > opcode: ani COLMSK
++    1585:00000110 00110001: 00000111 : 07:007 > immediate:  COLMSK : 7
++    1586:00000110 00110010: 01000111 : 47:107 > opcode: mov b,a
++    1587:00000110 00110011: 00000111 : 07:007 > opcode: rlc
++    1588:00000110 00110100: 10000000 : 80:200 > opcode: add b
++    1589:00000110 00110101: 11000110 : C6:306 > opcode: adi 08FH
++    1590:00000110 00110110: 10001111 : 8F:217 > immediate:  08FH : 143
++    1591:00000110 00110111: 01011101 : 5D:135 > opcode: mov e,l
++    1592:00000110 00111000: 01101111 : 6F:157 > opcode: mov l,a
++    1593:00000110 00111001: 00100110 : 26:046 > opcode: mvi h,001H
++    1594:00000110 00111010: 00000001 : 01:001 > immediate:  001H : 1
++    1595:00000110 00111011: 10101111 : AF:257 > opcode: xra a
++    1596:00000110 00111100: 10100111 : A7:247 > opcode: ana a
++    1597:00000110 00111101: 11001001 : C9:311 > opcode: ret
++    1598:00000110 00111110: 00110110 : 36:066 > opcode: mvi m,'R'
++    1599:00000110 00111111: 01010010 : 52:122 > immediate:  'R' : 82
++    1600:00000110 01000000: 00101100 : 2C:054 > opcode: inr l
++    1601:00000110 01000001: 00110110 : 36:066 > opcode: mvi m,'E'
++    1602:00000110 01000010: 01000101 : 45:105 > immediate:  'E' : 69
++    1603:00000110 01000011: 00101100 : 2C:054 > opcode: inr l
++    1604:00000110 01000100: 00110110 : 36:066 > opcode: mvi m,'D'
++    1605:00000110 01000101: 01000100 : 44:104 > immediate:  'D' : 68
++    1606:00000110 01000110: 00101100 : 2C:054 > opcode: inr l
++    1607:00000110 01000111: 00110110 : 36:066 > opcode: mvi m,0
++    1608:00000110 01001000: 00000000 : 00:000 > immediate:  0 : 0
++    1609:00000110 01001001: 11000011 : C3:303 > opcode: jmp CND
++    1610:00000110 01001010: 00101101 : 2D:055 > lb: 45
++    1611:00000110 01001011: 00001010 : 0A:012 > hb: 10
++    1612:00000110 01001100: 00100001 : 21:041 > opcode: lxi h,0059H
++    1613:00000110 01001101: 01011001 : 59:131 > lb: 89
++    1614:00000110 01001110: 00000000 : 00:000 > hb: 0
++    1615:00000110 01001111: 00010001 : 11:021 > opcode: lxi d,MSGPQD
++    1616:00000110 01010000: 11010100 : D4:324 > lb: 212
++    1617:00000110 01010001: 00000001 : 01:001 > hb: 1
++    1618:00000110 01010010: 11001101 : CD:315 > opcode: call TWO
++    1619:00000110 01010011: 01011011 : 5B:133 > lb: 91
++    1620:00000110 01010100: 00000110 : 06:006 > hb: 6
++    1621:00000110 01010101: 00100001 : 21:041 > opcode: lxi h,MSGQAD
++    1622:00000110 01010110: 11001001 : C9:311 > lb: 201
++    1623:00000110 01010111: 00000001 : 01:001 > hb: 1
++    1624:00000110 01011000: 11000011 : C3:303 > opcode: jmp MSG
++    1625:00000110 01011001: 00000000 : 00:000 > lb: 0
++    1626:00000110 01011010: 00000101 : 05:005 > hb: 5
++    1627:00000110 01011011: 01111110 : 7E:176 > opcode: mov a,m
++    1628:00000110 01011100: 01000111 : 47:107 > opcode: mov b,a
++    1629:00000110 01011101: 11101011 : EB:353 > opcode: xchg
++    1630:00000110 01011110: 11001101 : CD:315 > opcode: call ROTR3
++    1631:00000110 01011111: 10100011 : A3:243 > lb: 163
++    1632:00000110 01100000: 00000101 : 05:005 > hb: 5
++    1633:00000110 01100001: 11100110 : E6:346 > opcode: ani 007
++    1634:00000110 01100010: 00000111 : 07:007 > immediate:  007 : 007
++    1635:00000110 01100011: 11000110 : C6:306 > opcode: adi '1'
++    1636:00000110 01100100: 00110001 : 31:061 > immediate:  '1' : 49
++    1637:00000110 01100101: 01110111 : 77:167 > opcode: mov m,a
++    1638:00000110 01100110: 01111000 : 78:170 > opcode: mov a,b
++    1639:00000110 01100111: 11100110 : E6:346 > opcode: ani COLMSK
++    1640:00000110 01101000: 00000111 : 07:007 > immediate:  COLMSK : 7
++    1641:00000110 01101001: 11000110 : C6:306 > opcode: adi '1'
++    1642:00000110 01101010: 00110001 : 31:061 > immediate:  '1' : 49
++    1643:00000110 01101011: 00100011 : 23:043 > opcode: inx h
++    1644:00000110 01101100: 00100011 : 23:043 > opcode: inx h
++    1645:00000110 01101101: 01110111 : 77:167 > opcode: mov m,a
++    1646:00000110 01101110: 11001001 : C9:311 > opcode: ret
++    1647:00000110 01101111: 01111110 : 7E:176 > opcode: mov a,m
++    1648:00000110 01110000: 11111110 : FE:376 > opcode: cpi '0'
++    1649:00000110 01110001: 00110000 : 30:060 > immediate:  '0' : 48
++    1650:00000110 01110010: 11111000 : F8:370 > opcode: rm
++    1651:00000110 01110011: 11010110 : D6:326 > opcode: sui ':'
++    1652:00000110 01110100: 00111010 : 3A:072 > immediate:  ':' : 58
++    1653:00000110 01110101: 11000110 : C6:306 > opcode: adi 080H
++    1654:00000110 01110110: 10000000 : 80:200 > immediate:  080H : 128
++    1655:00000110 01110111: 11001001 : C9:311 > opcode: ret
++    1656:00000110 01111000: 00100110 : 26:046 > opcode: mvi h,19
++    1657:00000110 01111001: 00010011 : 13:023 > immediate:  19 : 19
++    1658:00000110 01111010: 00111110 : 3E:076 > opcode: mvi a,CR
++    1659:00000110 01111011: 00001101 : 0D:015 > immediate:  CR : 13
++    1660:00000110 01111100: 11001101 : CD:315 > opcode: call PRINT
++    1661:00000110 01111101: 11100101 : E5:345 > lb: 229
++    1662:00000110 01111110: 00001111 : 0F:017 > hb: 15
++    1663:00000110 01111111: 00111110 : 3E:076 > opcode: mvi a,LF
++    1664:00000110 10000000: 00001010 : 0A:012 > immediate:  LF : 10
++    1665:00000110 10000001: 11001101 : CD:315 > opcode: call PRINT
++    1666:00000110 10000010: 11100101 : E5:345 > lb: 229
++    1667:00000110 10000011: 00001111 : 0F:017 > hb: 15
++    1668:00000110 10000100: 00111110 : 3E:076 > opcode: mvi a,'-'
++    1669:00000110 10000101: 00101101 : 2D:055 > immediate:  '-' : 45
++    1670:00000110 10000110: 11001101 : CD:315 > opcode: call PRINT
++    1671:00000110 10000111: 11100101 : E5:345 > lb: 229
++    1672:00000110 10001000: 00001111 : 0F:017 > hb: 15
++    1673:00000110 10001001: 00100101 : 25:045 > opcode: dcr h
++    1674:00000110 10001010: 11000010 : C2:302 > opcode: jnz NT2
++    1675:00000110 10001011: 10000100 : 84:204 > lb: 132
++    1676:00000110 10001100: 00000110 : 06:006 > hb: 6
++    1677:00000110 10001101: 11001001 : C9:311 > opcode: ret
++    1678:00000110 10001110: 00100001 : 21:041 > opcode: lxi h,MSGMSF
